"","ccaa","cpro","cmun","secc","CUMUN","CUSEC","Indice"
"27902",6,39,53,1,39053,3905301001,3.27905340366709
"27903",6,39,54,1,39054,3905401001,-0.407306796677952
"27904",6,39,54,2,39054,3905401002,-0.652379332636658
"27905",6,39,54,3,39054,3905401003,-0.590932904589098
"27906",6,39,55,1,39055,3905501001,-0.10750917552463
"27907",6,39,56,1,39056,3905601001,2.54767398582996
"27908",6,39,56,2,39056,3905601002,0.000865809575329973
"27909",6,39,57,1,39057,3905701001,-0.629392838535403
"27910",6,39,57,2,39057,3905701002,0.219480325014731
"27911",6,39,58,1,39058,3905801001,0.0428925576780273
"27912",6,39,59,1,39059,3905901001,2.50108276637366
"27913",6,39,59,2,39059,3905901002,-0.705656972605771
"27914",6,39,59,3,39059,3905901003,-0.712222565989872
"27915",6,39,59,4,39059,3905901004,-0.936577867177347
"27916",6,39,59,5,39059,3905901005,-1.01338638881775
"27917",6,39,59,1,39059,3905902001,-1.25157626325121
"27918",6,39,59,2,39059,3905902002,-0.945329310602434
"27919",6,39,59,3,39059,3905902003,0.294758646505816
"27920",6,39,59,4,39059,3905902004,0.716700567824414
"27921",6,39,59,5,39059,3905902005,-1.28013296553796
"27922",6,39,60,1,39060,3906001001,0.286174969359642
"27923",6,39,60,2,39060,3906001002,0.832219898064753
"27924",6,39,60,1,39060,3906002001,-1.20145796924608
"27925",6,39,60,2,39060,3906002002,-0.311938080167529
"27926",6,39,60,3,39060,3906002003,-1.38165527524643
"27927",6,39,61,1,39061,3906101001,-0.718264663093127
"27928",6,39,61,2,39061,3906101002,0.485741456722187
"27929",6,39,61,3,39061,3906101003,-0.634289933024666
"27930",6,39,62,1,39062,3906201001,0.844848626230347
"27931",6,39,62,2,39062,3906201002,0.342594304782179
"27932",6,39,63,1,39063,3906301001,2.46600717768626
"27933",6,39,64,1,39064,3906401001,0.664657616172555
"27934",6,39,65,1,39065,3906501001,1.9650127087981
"27935",6,39,66,1,39066,3906601001,0.791317771496389
"27936",6,39,67,1,39067,3906701001,1.89594999809371
"27937",6,39,68,1,39068,3906801001,0.504106304131366
"27938",6,39,69,1,39069,3906901001,0.0880018645136543
"27939",6,39,69,2,39069,3906901002,2.46567629691477
"27940",6,39,70,1,39070,3907001001,1.96034086078033
"27941",6,39,71,1,39071,3907101001,4.65192725275561
"27942",6,39,72,1,39072,3907201001,13.2122775117798
"27943",6,39,73,1,39073,3907301001,-0.742923626980702
"27944",6,39,73,2,39073,3907301002,0.0552493607428362
"27945",6,39,73,3,39073,3907301003,-0.290265793717865
"27946",6,39,73,4,39073,3907301004,-0.800961939184189
"27947",6,39,73,5,39073,3907301005,-0.944573974631363
"27948",6,39,73,6,39073,3907301006,-1.44371540427334
"27949",6,39,73,7,39073,3907301007,-0.188792843351907
"27950",6,39,74,1,39074,3907401001,0.250893795244673
"27951",6,39,74,2,39074,3907401002,-0.388490201243912
"27952",6,39,74,3,39074,3907401003,1.6717138235748
"27953",6,39,74,4,39074,3907401004,-0.752467227784948
"27954",6,39,74,5,39074,3907401005,-0.937163653763766
"27955",6,39,74,6,39074,3907401006,-1.18500253871338
"27956",6,39,75,1,39075,3907501001,1.57472471903318
"27957",6,39,75,2,39075,3907501002,1.13773163502339
"27958",6,39,75,3,39075,3907501003,1.38644997578294
"27959",6,39,75,4,39075,3907501004,1.72675581414031
"27960",6,39,75,5,39075,3907501005,1.21197799481105
"27961",6,39,75,6,39075,3907501006,2.06335693812009
"27962",6,39,75,7,39075,3907501007,1.29049296634433
"27963",6,39,75,8,39075,3907501008,3.40060480901577
"27964",6,39,75,9,39075,3907501009,0.317079249513608
"27965",6,39,75,10,39075,3907501010,0.398623310859397
"27966",6,39,75,11,39075,3907501011,2.82514358791916
"27967",6,39,75,1,39075,3907502001,-0.610586562260365
"27968",6,39,75,2,39075,3907502002,0.175849185967353
"27969",6,39,75,3,39075,3907502003,-0.93185478870246
"27970",6,39,75,4,39075,3907502004,0.773250184993355
"27971",6,39,75,5,39075,3907502005,-0.505075785284475
"27972",6,39,75,6,39075,3907502006,-1.24391812519554
"27973",6,39,75,7,39075,3907502007,0.312914333420919
"27974",6,39,75,8,39075,3907502008,0.438410214807721
"27975",6,39,75,9,39075,3907502009,0.538281937655287
"27976",6,39,75,10,39075,3907502010,0.123107565666123
"27977",6,39,75,11,39075,3907502011,-1.34363652353249
"27978",6,39,75,12,39075,3907502012,-0.93853829027581
"27979",6,39,75,13,39075,3907502013,-1.16543248478477
"27980",6,39,75,14,39075,3907502014,-1.52604264974925
"27981",6,39,75,15,39075,3907502015,-0.440371144403368
"27982",6,39,75,16,39075,3907502016,-0.97848952475278
"27983",6,39,75,17,39075,3907502017,-1.28839150240496
"27984",6,39,75,18,39075,3907502018,-0.89781784046574
"27985",6,39,75,19,39075,3907502019,-1.38465066268648
"27986",6,39,75,20,39075,3907502020,-0.240026155351279
"27987",6,39,75,21,39075,3907502021,-0.645135350455893
"27988",6,39,75,22,39075,3907502022,-0.315535978872306
"27989",6,39,75,23,39075,3907502023,-0.964589181504883
"27990",6,39,75,24,39075,3907502024,-1.00990818139188
"27991",6,39,75,25,39075,3907502025,-1.14231098055924
"27992",6,39,75,26,39075,3907502026,-0.626641102428248
"27993",6,39,75,27,39075,3907502027,-1.28989674828572
"27994",6,39,75,1,39075,3907503001,0.642286637872663
"27995",6,39,75,2,39075,3907503002,-0.0189253569536334
"27996",6,39,75,3,39075,3907503003,0.119762328626021
"27997",6,39,75,4,39075,3907503004,2.05917242958446
"27998",6,39,75,5,39075,3907503005,7.26975160682487
"27999",6,39,75,6,39075,3907503006,-0.761193836418321
"28000",6,39,75,7,39075,3907503007,0.563822859864281
"28001",6,39,75,8,39075,3907503008,-0.158495844255366
"28002",6,39,75,9,39075,3907503009,1.97808017115216
"28003",6,39,75,10,39075,3907503010,0.336816199864014
"28004",6,39,75,11,39075,3907503011,-0.819618070418275
"28005",6,39,75,12,39075,3907503012,0.26060735105707
"28006",6,39,75,13,39075,3907503013,-0.721847182047046
"28007",6,39,75,14,39075,3907503014,-0.0495255909157377
"28008",6,39,75,15,39075,3907503015,-0.0837678233301661
"28009",6,39,75,1,39075,3907504001,1.13791243096803
"28010",6,39,75,2,39075,3907504002,0.889399609790629
"28011",6,39,75,3,39075,3907504003,1.47490425311258
"28012",6,39,75,4,39075,3907504004,-0.0382784731864208
"28013",6,39,75,5,39075,3907504005,-1.01519430204181
"28014",6,39,75,6,39075,3907504006,1.02510487311343
"28015",6,39,75,7,39075,3907504007,-0.444973050853846
"28016",6,39,75,8,39075,3907504008,0.339620076828803
"28017",6,39,75,9,39075,3907504009,-0.621033899850635
"28018",6,39,75,10,39075,3907504010,-0.355081674747238
"28019",6,39,75,11,39075,3907504011,-0.728575052194601
"28020",6,39,75,12,39075,3907504012,-0.381486773072854
"28021",6,39,75,13,39075,3907504013,-0.535913317475393
"28022",6,39,75,14,39075,3907504014,0.0508223284798909
"28023",6,39,75,1,39075,3907505001,0.602371924850052
"28024",6,39,75,2,39075,3907505002,-0.794172688159642
"28025",6,39,75,3,39075,3907505003,0.0123437512444458
"28026",6,39,75,4,39075,3907505004,-0.712054415502644
"28027",6,39,75,5,39075,3907505005,-0.583460407877551
"28028",6,39,75,6,39075,3907505006,1.6556345437341
"28029",6,39,75,7,39075,3907505007,-0.21421811333978
"28030",6,39,75,8,39075,3907505008,-0.730296154880301
"28031",6,39,75,9,39075,3907505009,1.553383443009
"28032",6,39,75,10,39075,3907505010,-0.725380242351617
"28033",6,39,75,11,39075,3907505011,-0.417984357493106
"28034",6,39,75,12,39075,3907505012,0.182464760159908
"28035",6,39,75,13,39075,3907505013,-0.868499450359168
"28036",6,39,75,14,39075,3907505014,0.557775297469365
"28037",6,39,75,15,39075,3907505015,-0.323965267623497
"28038",6,39,75,1,39075,3907506001,1.34651242345605
"28039",6,39,75,2,39075,3907506002,-0.347818507066937
"28040",6,39,75,3,39075,3907506003,-0.103720493625298
"28041",6,39,75,4,39075,3907506004,0.0174819801298696
"28042",6,39,75,5,39075,3907506005,-0.968634493455568
"28043",6,39,75,6,39075,3907506006,-0.39709871576927
"28044",6,39,75,7,39075,3907506007,-0.917171348925819
"28045",6,39,75,8,39075,3907506008,0.457280131742519
"28046",6,39,75,9,39075,3907506009,3.61035540044296
"28047",6,39,75,10,39075,3907506010,-1.29309238945505
"28048",6,39,75,11,39075,3907506011,1.14849878315203
"28049",6,39,75,12,39075,3907506012,2.87049385961103
"28050",6,39,75,13,39075,3907506013,-0.93918574520841
"28051",6,39,75,14,39075,3907506014,-0.963811231203873
"28052",6,39,75,1,39075,3907507001,-2.01256730553172
"28053",6,39,75,2,39075,3907507002,-0.834021899233401
"28054",6,39,75,3,39075,3907507003,-1.5102285501818
"28055",6,39,75,4,39075,3907507004,-1.19903698498024
"28056",6,39,75,5,39075,3907507005,-0.968774891576947
"28057",6,39,75,6,39075,3907507006,-1.1946221080593
"28058",6,39,75,7,39075,3907507007,-0.266265749391377
"28059",6,39,75,8,39075,3907507008,-0.980173114549644
"28060",6,39,75,9,39075,3907507009,-0.558386651158069
"28061",6,39,75,10,39075,3907507010,-1.58320127527408
"28062",6,39,75,11,39075,3907507011,-0.0241137593461987
"28063",6,39,75,12,39075,3907507012,-1.36320901716932
"28064",6,39,75,13,39075,3907507013,-0.929025933145197
"28065",6,39,75,14,39075,3907507014,-0.749474384782626
"28066",6,39,75,15,39075,3907507015,-1.0619084603758
"28067",6,39,75,16,39075,3907507016,-1.35253980560393
"28068",6,39,75,17,39075,3907507017,-1.14950259032765
"28069",6,39,75,18,39075,3907507018,-1.3729190293532
"28070",6,39,75,19,39075,3907507019,-0.542504060916028
"28071",6,39,75,20,39075,3907507020,0.178579979830085
"28072",6,39,75,21,39075,3907507021,1.23619211879036
"28073",6,39,75,22,39075,3907507022,-1.26622142757249
"28074",6,39,75,23,39075,3907507023,-0.944588894958243
"28075",6,39,75,1,39075,3907508001,-1.60911622017857
"28076",6,39,75,2,39075,3907508002,0.694978253831741
"28077",6,39,75,3,39075,3907508003,-0.460200532792047
"28078",6,39,75,4,39075,3907508004,0.0404606009931681
"28079",6,39,75,5,39075,3907508005,-0.134830003391823
"28080",6,39,75,6,39075,3907508006,-1.68160402495005
"28081",6,39,75,7,39075,3907508007,-0.730231343616363
"28082",6,39,75,8,39075,3907508008,0.598361848247264
"28083",6,39,75,9,39075,3907508009,-0.272895176995936
"28084",6,39,75,10,39075,3907508010,-1.27883333550957
"28085",6,39,75,11,39075,3907508011,1.57230003939245
"28086",6,39,75,12,39075,3907508012,0.536584588013228
"28087",6,39,75,13,39075,3907508013,-1.2705713238549
"28088",6,39,75,14,39075,3907508014,-1.06581418112725
"28089",6,39,75,15,39075,3907508015,-0.594741111636721
"28090",6,39,75,16,39075,3907508016,-1.05739861247009
"28091",6,39,75,17,39075,3907508017,-0.541487579933273
"28092",6,39,75,18,39075,3907508018,-0.366444964556983
"28093",6,39,75,19,39075,3907508019,-1.19301964096584
"28094",6,39,75,20,39075,3907508020,-1.42518296162158
"28095",6,39,75,21,39075,3907508021,-0.58361381818965
"28096",6,39,75,22,39075,3907508022,-0.979060251432974
"28097",6,39,75,23,39075,3907508023,-1.21277459778838
"28098",6,39,75,24,39075,3907508024,-0.855657213890849
"28099",6,39,75,25,39075,3907508025,-1.5249577305872
"28100",6,39,75,26,39075,3907508026,-1.12550094109865
"28101",6,39,75,27,39075,3907508027,-1.13765161689693
"28102",6,39,75,28,39075,3907508028,-0.857731124584675
"28103",6,39,76,1,39076,3907601001,0.137121823689027
"28104",6,39,76,2,39076,3907601002,-0.6518286509451
"28105",6,39,77,1,39077,3907701001,2.4537122898472
"28106",6,39,78,1,39078,3907801001,0.831062648965558
"28107",6,39,79,1,39079,3907901001,0.402885042706494
"28108",6,39,79,2,39079,3907901002,-1.24681505972051
"28109",6,39,79,3,39079,3907901003,-1.32577324321331
"28110",6,39,79,4,39079,3907901004,-1.37093347969895
"28111",6,39,79,1,39079,3907902001,0.0877521470986848
"28112",6,39,79,2,39079,3907902002,-0.705837304916286
"28113",6,39,79,3,39079,3907902003,-0.641997826843674
"28114",6,39,80,1,39080,3908001001,0.0534199383908422
"28115",6,39,80,2,39080,3908001002,0.286081840705864
"28116",6,39,80,3,39080,3908001003,0.057046741899441
"28117",6,39,80,4,39080,3908001004,-0.725711380990336
"28118",6,39,81,1,39081,3908101001,2.4626174972985
"28119",6,39,82,1,39082,3908201001,2.10910134470954
"28120",6,39,83,1,39083,3908301001,3.44184686057955
"28121",6,39,84,1,39084,3908401001,0.635340233245216
"28122",6,39,85,1,39085,3908501001,-0.597660065454661
"28123",6,39,85,2,39085,3908501002,-0.674267300134799
"28124",6,39,85,3,39085,3908501003,-0.624979438002109
"28125",6,39,85,1,39085,3908502001,-0.599932439770586
"28126",6,39,85,2,39085,3908502002,0.715508598837318
"28127",6,39,86,1,39086,3908601001,3.12429607985624
"28128",6,39,87,1,39087,3908701001,-0.180351641843747
"28129",6,39,87,2,39087,3908701002,-0.314866996978214
"28130",6,39,87,3,39087,3908701003,0.0677330188855686
"28131",6,39,87,4,39087,3908701004,-0.0319935856727812
"28132",6,39,87,5,39087,3908701005,-1.2062599993956
"28133",6,39,87,6,39087,3908701006,-1.49083550168482
"28134",6,39,87,7,39087,3908701007,-0.926195598825238
"28135",6,39,87,8,39087,3908701008,-0.709797439774543
"28136",6,39,87,9,39087,3908701009,-1.32314934154249
"28137",6,39,87,10,39087,3908701010,-0.971005313160555
"28138",6,39,87,11,39087,3908701011,-0.561586917625416
"28139",6,39,87,12,39087,3908701012,-1.32543907855052
"28140",6,39,87,13,39087,3908701013,-1.1623629530785
"28141",6,39,87,14,39087,3908701014,-0.719438608838228
"28142",6,39,87,1,39087,3908702001,-0.508952603626358
"28143",6,39,87,2,39087,3908702002,-0.333599662871767
"28144",6,39,87,3,39087,3908702003,0.220009801194459
"28145",6,39,87,4,39087,3908702004,0.761372302791023
"28146",6,39,87,5,39087,3908702005,-0.338016419914613
"28147",6,39,87,6,39087,3908702006,-1.36473557512768
"28148",6,39,87,7,39087,3908702007,-0.196895823543903
"28149",6,39,87,8,39087,3908702008,0.0407633338166578
"28150",6,39,87,9,39087,3908702009,-0.58951501696313
"28151",6,39,87,1,39087,3908703001,-1.0221788611224
"28152",6,39,87,2,39087,3908703002,-0.938953560318253
"28153",6,39,87,3,39087,3908703003,-0.0902344722896677
"28154",6,39,87,4,39087,3908703004,-0.542540670131108
"28155",6,39,87,5,39087,3908703005,-1.22972962268159
"28156",6,39,87,6,39087,3908703006,3.24996050849109
"28157",6,39,87,7,39087,3908703007,-0.0309778754983767
"28158",6,39,87,8,39087,3908703008,-1.28114581481409
"28159",6,39,87,9,39087,3908703009,-0.828765986297283
"28160",6,39,87,10,39087,3908703010,0.297336006176834
"28161",6,39,87,11,39087,3908703011,0.9145237184543
"28162",6,39,87,12,39087,3908703012,-0.380929008968404
"28163",6,39,87,1,39087,3908704001,-0.1681148647166
"28164",6,39,87,2,39087,3908704002,-0.0662437015016624
"28165",6,39,87,3,39087,3908704003,-0.373841000663738
"28166",6,39,87,4,39087,3908704004,0.219623747809604
"28167",6,39,87,5,39087,3908704005,-0.938792675983247
"28168",6,39,87,6,39087,3908704006,-0.901334517183292
"28169",6,39,87,7,39087,3908704007,-1.46498568152267
"28170",6,39,87,8,39087,3908704008,-0.962638442289264
"28171",6,39,87,9,39087,3908704009,-1.42961865102754
"28172",6,39,87,1,39087,3908705001,0.463790926907689
"28173",6,39,87,2,39087,3908705002,0.743412666735816
"28174",6,39,87,3,39087,3908705003,-0.119178534541197
"28175",6,39,88,1,39088,3908801001,0.323810580902852
